val_loss,val_acc,loss,acc
2.888714955882374,0.2182870993805548,3.2437818135949685,0.14503585496715507
2.6275371874627673,0.2951791004578508,2.794166952497015,0.23627243039423626
2.535095079613605,0.31470509022353893,2.599616607535918,0.28498804834528496
2.3587039697211996,0.36318340964179907,2.4860621160944434,0.3137730195613171
2.3279101411961753,0.36937786156746566,2.4211447171015807,0.33084200249434087
2.252949426349462,0.39173175329921894,2.357187174805181,0.34585732081085085
2.192865093409967,0.40317802316186374,2.316531676931124,0.3588526411503689
2.1695685200764423,0.4127390250471317,2.2822756786617417,0.3685822980858736
2.176369032961257,0.4177215189873418,2.248844038551995,0.3705012961668755
2.1167898584240503,0.4249932669000808,2.222365653715932,0.38164495169239504
2.118178917781831,0.42054942095340697,2.2116852398051625,0.3845739487623946
2.0978441565883728,0.4161055750067331,2.1914881163806026,0.3893882772813994
2.0488008995631493,0.44667384863991383,2.1732186559867777,0.3893209440133927
2.114026188818297,0.41879881497441424,2.159190330457853,0.3950106049909
2.0317204119605,0.4500403985995152,2.1582430296866004,0.395953270713396
2.1039627677117143,0.4263398868839214,2.142225885473108,0.4002289331104203
2.0925546941364224,0.4321303528144358,2.1307645263452906,0.4012389321004213
2.1079387841377493,0.42081874495017507,2.1221703157093263,0.4045382621314146
2.0625939296000158,0.43441960678696473,2.111098853328856,0.40497592835840834
2.038945640863963,0.4379208187449502,2.109017810612677,0.4095209238134129
1.9866875481676163,0.45515755453810935,2.0998208498676245,0.408645591355412
2.012751156481777,0.4508483705898196,2.0922810986712816,0.4131905868124232
1.963444196468346,0.4605440344734716,2.085024711130781,0.41490758509341824
2.0072159017156532,0.44748182063021813,2.0794414046781697,0.4137292529404238
1.9667546618764946,0.45798545650417455,2.081534866106268,0.4182742483954283
2.013034271545369,0.4508483705898196,2.0708484115096666,0.41975558024642645
1.9776880857342825,0.46067869647185566,2.066091215265755,0.41662458337842667
1.9995940502782155,0.4544842445461891,2.0612769398517337,0.42133791199843135
2.0260558701768705,0.44290331268516026,2.060752730632364,0.4225835774194326
1.984330104105626,0.44869377861567467,2.0475831702113276,0.4238292428404339
