val_loss,val_acc,loss,acc
2.483014846599362,0.33248047401023434,2.9334723431706946,0.22331077669022664
2.217351925652399,0.39994613520064637,2.391645928093493,0.350907315765371
2.0910420431270134,0.430245084837059,2.1861995765987325,0.3983099350264083
2.024573704992829,0.45017506059789925,2.070382522181365,0.4271622395084405
1.9473136882078221,0.4722596283328845,1.979951017487592,0.45116654883545787
1.9129048474484174,0.4757608402908699,1.9163841987881873,0.46867319799948876
1.8522318904046065,0.49488284406140587,1.867338603876843,0.479648520352483
1.8240831040193088,0.49892270401292754,1.8168256197482036,0.49321617345350327
1.8083186981140555,0.5084837058981956,1.7718358937246697,0.5041241625440092
1.8111998435785082,0.5053864799353622,1.7453332048543988,0.5133488199905334
1.7883010850002783,0.5201992997576084,1.7121712166552743,0.5222704777335356
1.733761828269337,0.5317802316186372,1.6863792945498814,0.5275561391115309
1.796489493595825,0.5099649878804201,1.6557575739485941,0.53667979665454
1.7284158213325438,0.5284136816590358,1.634050219569813,0.544658788678558
1.7634588994011544,0.5230272017236736,1.6154820963063594,0.5461401205275495
1.727922049616663,0.5313762456234851,1.5994133186878927,0.5551627781745685
1.699325591125098,0.5378400215459197,1.5751327601052396,0.5544894455105545
1.7139197994748954,0.5371667115539994,1.5620140222428651,0.5594721071960644
1.7017835203669573,0.5403985995152168,1.5444274257619073,0.5654647678700705
1.6817441220364415,0.5443037974683544,1.539880217018663,0.5654647678745855
1.6685104167849878,0.5476703474279558,1.5271384149024259,0.5680234319805814
1.6682605833304787,0.5499596014004848,1.5058322067000354,0.5738477594865772
1.6971185669050106,0.5402639375168328,1.4920919498072704,0.5766757566605867
1.6691398530708885,0.5445731214651225,1.4857330377730473,0.5800760865966001
1.6801628028803877,0.5498249394021008,1.481311600344657,0.5800424199636001
1.6389492615001913,0.5623485052518179,1.4663973647496702,0.5828030838645861
1.6684943409644142,0.5506329113924051,1.460783987014305,0.5840824159215975
1.691538059965093,0.5445731214651225,1.4444913974062095,0.5919940746735953
1.6392868526085285,0.5573660113116079,1.4386480935265336,0.587583745753601
1.6796401535889995,0.5471316994344196,1.4272602067043318,0.5946874053146014
1.723305371373996,0.5381093455426879,1.4069863031942973,0.6001413998646202
1.6451183751430147,0.5595206032857528,1.4086295870487584,0.6005790660936207
1.6677715405280014,0.5545381093455427,1.3968638002489189,0.6015217318136082
